,timestamp,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5
0,1693677253268694400,0.573411286,-0.835576415,10.37407589,-0.064883612,-0.004663093,-0.009992342,-16,50,99,15,14
1,1693677253269694400,0.574608386,-0.839167714,10.37168217,-0.064750381,-0.004529862,-0.010258805,-16,56,97,14,15
2,1693677253270694400,0.573411286,-0.831985116,10.37048435,-0.064750381,-0.004529862,-0.010525269,-17,50,99,15,14
3,1693677253271694400,0.573411286,-0.833182216,10.36569595,-0.064883612,-0.004396631,-0.010525269,-20,49,91,18,14
4,1693677253272694400,0.572214186,-0.833182216,10.36569595,-0.064750381,-0.004396631,-0.010658499,-23,50,95,14,14
0,1693677253313720000,0.561440289,-0.839167714,10.36090755,-0.064750381,-0.004529862,-0.010258805,-18,54,97,13,19
1,1693677253314720000,0.565031588,-0.835576415,10.36090755,-0.064750381,-0.004663093,-0.010125575,-19,38,95,14,14
2,1693677253315720000,0.563834488,-0.836773515,10.35971069,-0.064483918,-0.004663093,-0.010258805,-15,50,96,15,14
3,1693677253316720000,0.563834488,-0.836773515,10.35372543,-0.06461715,-0.004529862,-0.010392036,-24,49,90,13,9
4,1693677253317720000,0.565031588,-0.835576415,10.35492229,-0.064750381,-0.004529862,-0.010525269,-18,53,90,19,16
0,1693677253338722200,0.566228688,-0.827196658,10.36449909,-0.065016843,-0.003996937,-0.010658499,-17,58,92,18,14
1,1693677253339722200,0.562637389,-0.827196658,10.36449909,-0.065016843,-0.003996937,-0.010658499,-16,53,93,13,12
2,1693677253340722200,0.562637389,-0.829590917,10.36330223,-0.065150075,-0.003863706,-0.010658499,-12,50,99,11,14
3,1693677253341722200,0.562637389,-0.833182216,10.36449909,-0.065016843,-0.003863706,-0.010392036,-22,58,97,13,8
4,1693677253342722200,0.563834488,-0.834379315,10.36449909,-0.065016843,-0.003996937,-0.010392036,-19,49,92,13,14
0,1693677253359709100,0.567425787,-0.831985116,10.36449909,-0.064750381,-0.004130168,-0.009992342,-20,57,97,14,15
1,1693677253360709100,0.568622887,-0.833182216,10.36330223,-0.064483918,-0.0042634,-0.009992342,-18,50,95,13,12
2,1693677253361709100,0.567425787,-0.835576415,10.36090755,-0.064483918,-0.004396631,-0.010125575,-16,49,90,13,8
3,1693677253362709100,0.569819987,-0.837970614,10.35971069,-0.064483918,-0.004396631,-0.010258805,-14,51,99,14,14
4,1693677253363709100,0.569819987,-0.837970614,10.36090755,-0.064350687,-0.004396631,-0.010392036,-18,54,91,20,14
0,1693677253375699700,0.572214186,-0.841561913,10.35133076,-0.064483918,-0.004663093,-0.010525269,-20,48,94,18,14
1,1693677253376699700,0.573411286,-0.842759013,10.35492229,-0.064483918,-0.004663093,-0.010658499,-19,48,99,14,14
2,1693677253377699700,0.573411286,-0.839167714,10.35731697,-0.064350687,-0.004529862,-0.01079173,-19,57,92,13,14
3,1693677253378699700,0.569819987,-0.836773515,10.35851383,-0.064483918,-0.004396631,-0.010924961,-18,57,96,16,13
4,1693677253379699700,0.568622887,-0.837970614,10.35971069,-0.064483918,-0.0042634,-0.011058193,-17,50,93,17,16
0,1693677253392692400,0.567425787,-0.839167714,10.37766743,-0.064350687,-0.0042634,-0.010125575,-24,51,90,14,15
1,1693677253393692400,0.567425787,-0.840364814,10.38125896,-0.064350687,-0.0042634,-0.010258805,-19,45,97,13,9
2,1693677253394692400,0.566228688,-0.841561913,10.38125896,-0.064350687,-0.004663093,-0.010392036,-33,44,96,18,3
3,1693677253395692400,0.567425787,-0.842759013,10.38006115,-0.064350687,-0.004663093,-0.010392036,-19,56,91,13,15
4,1693677253396692400,0.565031588,-0.845153213,10.37766743,-0.064350687,-0.004663093,-0.010392036,-17,53,103,18,14
0,1693677253417677300,0.562637389,-0.842759013,10.36689377,-0.065016843,-0.0042634,-0.010125575,-18,51,99,14,14
1,1693677253418677300,0.568622887,-0.840364814,10.37048435,-0.064883612,-0.004396631,-0.010258805,-22,47,103,22,25
2,1693677253419677300,0.571017087,-0.837970614,10.36809063,-0.064883612,-0.004396631,-0.010258805,-12,65,95,16,14
3,1693677253420677300,0.571017087,-0.836773515,10.36569595,-0.064750381,-0.0042634,-0.010525269,-17,52,96,14,14
4,1693677253421677300,0.575805485,-0.839167714,10.36330223,-0.064750381,-0.004529862,-0.010392036,-16,51,99,16,19
0,1693677253436667400,0.569819987,-0.839167714,10.36689377,-0.064350687,-0.003996937,-0.010258805,-20,53,91,17,13
1,1693677253437667400,0.569819987,-0.837970614,10.36689377,-0.064217456,-0.004130168,-0.010125575,-18,50,96,13,11
2,1693677253438667400,0.567425787,-0.836773515,10.36569595,-0.064350687,-0.004130168,-0.010125575,-18,49,96,13,16
3,1693677253439667400,0.569819987,-0.836773515,10.36809063,-0.064350687,-0.0042634,-0.010392036,0,65,105,31,28
4,1693677253440667400,0.568622887,-0.836773515,10.36330223,-0.064217456,-0.003996937,-0.010258805,-17,51,96,14,14
0,1693677253451655800,0.561440289,-0.834379315,10.36090755,-0.064483918,-0.004663093,-0.010392036,-21,49,89,13,13
1,1693677253452655800,0.561440289,-0.833182216,10.36090755,-0.06461715,-0.004796324,-0.010525269,-16,49,91,18,17
2,1693677253453655800,0.562637389,-0.833182216,10.36330223,-0.06461715,-0.004796324,-0.010525269,-19,43,95,14,15
3,1693677253454655800,0.566228688,-0.834379315,10.36210537,-0.06461715,-0.004929556,-0.010525269,-22,61,96,15,12
4,1693677253455655800,0.566228688,-0.830788016,10.36090755,-0.06461715,-0.004796324,-0.010525269,-20,64,93,15,13
0,1693677253468667600,0.573411286,-0.840364814,10.36449909,-0.065150075,-0.004796324,-0.010525269,-18,45,92,13,14
1,1693677253469667600,0.569819987,-0.839167714,10.36449909,-0.064883612,-0.004796324,-0.010525269,-24,51,95,13,14
2,1693677253470667600,0.569819987,-0.837970614,10.36689377,-0.065016843,-0.004929556,-0.010525269,-14,52,96,13,14
3,1693677253471667600,0.568622887,-0.836773515,10.36928749,-0.064883612,-0.004929556,-0.010525269,-16,48,95,12,17
4,1693677253472667600,0.566228688,-0.835576415,10.36689377,-0.064883612,-0.004929556,-0.010392036,-15,59,93,13,15
0,1693677253485635500,0.55784899,-0.830788016,10.36449909,-0.064483918,-0.0042634,-0.010125575,-16,43,91,17,14
1,1693677253486635500,0.55784899,-0.831985116,10.36330223,-0.064750381,-0.004396631,-0.010125575,-16,51,94,16,13
2,1693677253487635500,0.55784899,-0.833182216,10.35971069,-0.06461715,-0.0042634,-0.010258805,-22,54,95,13,14
3,1693677253488635500,0.55904609,-0.833182216,10.35971069,-0.064483918,-0.004396631,-0.010258805,-14,48,79,15,14
4,1693677253489635500,0.560243189,-0.831985116,10.36210537,-0.064483918,-0.0042634,-0.010525269,-22,50,93,14,14
0,1693677253510622800,0.562637389,-0.847547412,10.37048435,-0.06461715,-0.0042634,-0.010258805,-21,54,95,14,15
1,1693677253511622800,0.562637389,-0.848744512,10.37407589,-0.06461715,-0.0042634,-0.010258805,-19,47,99,18,16
2,1693677253512622800,0.565031588,-0.848744512,10.37886429,-0.064483918,-0.0042634,-0.010125575,-19,53,95,15,14
3,1693677253513622800,0.563834488,-0.845153213,10.38006115,-0.064483918,-0.004130168,-0.010125575,-19,51,91,13,14
4,1693677253514622800,0.567425787,-0.843956113,10.37287903,-0.06461715,-0.004130168,-0.010125575,-19,48,100,14,12
0,1693677253528614400,0.568622887,-0.839167714,10.38365269,-0.064883612,-0.004663093,-0.009725881,-16,49,97,13,14
1,1693677253529614400,0.569819987,-0.837970614,10.38125896,-0.064883612,-0.004529862,-0.009859112,-16,32,122,7,14
2,1693677253530614400,0.572214186,-0.836773515,10.37766743,-0.064883612,-0.004529862,-0.009859112,-20,50,97,11,14
3,1693677253531614400,0.572214186,-0.834379315,10.37766743,-0.06461715,-0.004396631,-0.009992342,-14,57,96,13,14
4,1693677253532614400,0.571017087,-0.833182216,10.38006115,-0.06461715,-0.004529862,-0.009725881,-17,53,95,12,14
0,1693677253544601500,0.566228688,-0.841561913,10.36330223,-0.064350687,-0.004396631,-0.009992342,-14,52,96,24,14
1,1693677253545601500,0.566228688,-0.840364814,10.36330223,-0.064350687,-0.0042634,-0.010125575,-28,5,71,24,23
2,1693677253546601500,0.565031588,-0.839167714,10.36449909,-0.064483918,-0.004529862,-0.010125575,-20,26,96,14,14
3,1693677253547601500,0.566228688,-0.839167714,10.36569595,-0.064483918,-0.004529862,-0.009992342,-17,26,58,11,14
4,1693677253548601500,0.566228688,-0.835576415,10.37048435,-0.064483918,-0.0042634,-0.010125575,-24,45,96,13,11
0,1693677253559595200,0.565031588,-0.828393817,10.36689377,-0.064217456,-0.0042634,-0.009859112,-18,46,93,18,13
1,1693677253560595200,0.561440289,-0.827196658,10.36928749,-0.064350687,-0.004396631,-0.009859112,-19,54,91,16,15
2,1693677253561595200,0.563834488,-0.824802458,10.37048435,-0.064217456,-0.004396631,-0.009992342,-17,51,94,13,14
3,1693677253562595200,0.562637389,-0.825999558,10.37168217,-0.064217456,-0.0042634,-0.009859112,-20,48,90,13,15
4,1693677253563595200,0.560243189,-0.828393817,10.37168217,-0.064350687,-0.004396631,-0.009859112,-21,52,92,15,13
0,1693677253574586500,0.563834488,-0.840364814,10.35611916,-0.064883612,-0.004529862,-0.010125575,-19,51,95,14,11
1,1693677253575586500,0.563834488,-0.841561913,10.36090755,-0.064883612,-0.004529862,-0.010125575,-22,54,91,16,14
2,1693677253576586500,0.561440289,-0.841561913,10.36330223,-0.064883612,-0.0042634,-0.010125575,-16,52,96,15,14
3,1693677253577586500,0.561440289,-0.840364814,10.36210537,-0.064883612,-0.004396631,-0.010258805,-18,53,92,12,13
4,1693677253578586500,0.55904609,-0.841561913,10.36449909,-0.064883612,-0.004396631,-0.010392036,-15,51,92,15,19
0,1693677253589577300,0.562637389,-0.836773515,10.36928749,-0.06461715,-0.0042634,-0.010392036,-12,51,95,16,14
1,1693677253590577300,0.565031588,-0.836773515,10.36569595,-0.064483918,-0.0042634,-0.010258805,-13,43,91,13,10
2,1693677253591577300,0.563834488,-0.834379315,10.36928749,-0.06461715,-0.004529862,-0.009992342,-16,49,99,13,14
3,1693677253592577300,0.565031588,-0.834379315,10.36928749,-0.064483918,-0.004796324,-0.009859112,-16,54,90,13,11
4,1693677253593577300,0.567425787,-0.834379315,10.37647057,-0.064483918,-0.004796324,-0.009859112,-19,50,92,13,14
0,1693677253604570400,0.567425787,-0.835576415,10.37766743,-0.064483918,-0.005062787,-0.010258805,-15,51,95,15,15
1,1693677253605570400,0.565031588,-0.835576415,10.37647057,-0.064350687,-0.005196018,-0.010392036,-12,46,92,13,13
2,1693677253606570400,0.565031588,-0.835576415,10.37886429,-0.064217456,-0.005196018,-0.010392036,-21,50,92,13,14
3,1693677253607570400,0.566228688,-0.835576415,10.37168217,-0.064350687,-0.005062787,-0.010258805,-22,51,93,17,14
4,1693677253608570400,0.567425787,-0.836773515,10.36689377,-0.064483918,-0.005062787,-0.010258805,-17,53,96,13,15
0,1693677253618559300,0.560243189,-0.831985116,10.36809063,-0.064084224,-0.004929556,-0.009859112,-22,31,95,24,14
1,1693677253619559300,0.55904609,-0.830788016,10.36689377,-0.064350687,-0.005062787,-0.009992342,-19,53,96,16,14
2,1693677253620559300,0.560243189,-0.828393817,10.36449909,-0.064217456,-0.004796324,-0.010125575,-19,50,91,12,11
3,1693677253621559300,0.55904609,-0.830788016,10.35851383,-0.064350687,-0.004929556,-0.010125575,-24,49,92,16,11
4,1693677253622559300,0.560243189,-0.829590917,10.35611916,-0.064350687,-0.004929556,-0.010125575,-23,49,99,16,14
0,1693677253633551300,0.565031588,-0.828393817,10.3453455,-0.06461715,-0.004663093,-0.010258805,-8,51,95,13,14
1,1693677253634551300,0.566228688,-0.827196658,10.3453455,-0.06461715,-0.004796324,-0.010525269,-22,53,100,16,11
2,1693677253635551300,0.566228688,-0.828393817,10.34654236,-0.064483918,-0.004663093,-0.010658499,-14,42,96,13,14
3,1693677253636551300,0.563834488,-0.827196658,10.34414864,-0.064483918,-0.004529862,-0.010658499,-17,51,95,14,15
4,1693677253637551300,0.563834488,-0.828393817,10.34893703,-0.064350687,-0.004529862,-0.010658499,-16,57,90,13,12
0,1693677253648556700,0.55665189,-0.831985116,10.36090755,-0.064350687,-0.0042634,-0.010392036,-20,46,96,16,14
1,1693677253649556700,0.560243189,-0.831985116,10.36330223,-0.064350687,-0.0042634,-0.010258805,-22,51,93,13,11
2,1693677253650556700,0.561440289,-0.833182216,10.36210537,-0.064350687,-0.0042634,-0.010392036,-46,46,95,13,14
3,1693677253651556700,0.561440289,-0.834379315,10.36210537,-0.064217456,-0.0042634,-0.010258805,-21,57,99,14,14
4,1693677253652556700,0.561440289,-0.835576415,10.36569595,-0.064217456,-0.004396631,-0.010258805,-19,52,101,17,19
0,1693677253662556900,0.562637389,-0.840364814,10.36569595,-0.064350687,-0.005062787,-0.010392036,-14,47,94,13,14
1,1693677253663556900,0.566228688,-0.840364814,10.36569595,-0.064350687,-0.005062787,-0.010525269,-18,49,90,13,9
2,1693677253664556900,0.565031588,-0.842759013,10.36689377,-0.064350687,-0.004796324,-0.010392036,-18,50,92,14,13
3,1693677253665556900,0.565031588,-0.842759013,10.37048435,-0.064483918,-0.004796324,-0.010392036,-17,55,93,14,15
4,1693677253666556900,0.565031588,-0.840364814,10.37287903,-0.064483918,-0.004929556,-0.010392036,-16,57,99,18,15
0,1693677254058427900,0.55784899,-0.835576415,10.36330223,-0.064217456,-0.004396631,-0.010258805,-30,39,74,12,9
1,1693677254059427900,0.55784899,-0.831985116,10.36090755,-0.063950993,-0.004529862,-0.010258805,-22,44,88,7,2
2,1693677254060427900,0.555454791,-0.831985116,10.35731697,-0.063950993,-0.004396631,-0.010258805,-31,46,90,10,13
3,1693677254061427900,0.554257691,-0.835576415,10.35851383,-0.064084224,-0.004663093,-0.010258805,-29,41,86,11,4
4,1693677254062427900,0.554257691,-0.839167714,10.35971069,-0.064217456,-0.004529862,-0.010258805,-30,37,81,4,8
0,1693677254093424800,0.55904609,-0.841561913,10.36928749,-0.064084224,-0.003996937,-0.010525269,-28,43,87,7,11
1,1693677254094424800,0.562637389,-0.841561913,10.36569595,-0.063950993,-0.0042634,-0.010525269,-24,39,85,12,7
2,1693677254095424800,0.560243189,-0.842759013,10.36569595,-0.064084224,-0.004529862,-0.010392036,-28,43,89,10,7
3,1693677254096424800,0.561440289,-0.842759013,10.37048435,-0.064084224,-0.004529862,-0.010392036,-28,41,86,6,7
4,1693677254097424800,0.561440289,-0.843956113,10.37048435,-0.063950993,-0.004663093,-0.010392036,-27,37,87,14,2
0,1693677254113413200,0.563834488,-0.839167714,10.35492229,-0.064750381,-0.003996937,-0.01079173,-32,38,84,6,11
1,1693677254114413200,0.563834488,-0.837970614,10.35731697,-0.064750381,-0.0042634,-0.010658499,-22,42,90,13,8
2,1693677254115413200,0.55904609,-0.834379315,10.35611916,-0.064483918,-0.0042634,-0.01079173,-30,42,85,6,3
3,1693677254116413200,0.55665189,-0.834379315,10.36090755,-0.06461715,-0.004130168,-0.010525269,-28,41,89,4,5
4,1693677254117413200,0.55665189,-0.837970614,10.36449909,-0.06461715,-0.004130168,-0.010658499,-30,39,85,6,0
0,1693677254129381400,0.560243189,-0.837970614,10.35731697,-0.064483918,-0.004130168,-0.010258805,-24,45,90,9,4
1,1693677254130381400,0.560243189,-0.839167714,10.35731697,-0.064483918,-0.004130168,-0.010392036,-24,46,90,13,9
2,1693677254131381400,0.55784899,-0.839167714,10.35611916,-0.064350687,-0.003996937,-0.010258805,-28,42,90,13,7
3,1693677254132381400,0.560243189,-0.837970614,10.36090755,-0.064483918,-0.003996937,-0.010392036,-27,49,87,7,4
4,1693677254133381400,0.561440289,-0.835576415,10.36330223,-0.06461715,-0.004130168,-0.010392036,-30,37,85,10,4
0,1693677254144375400,0.561440289,-0.834379315,10.35611916,-0.064750381,-0.004529862,-0.010658499,-31,42,90,8,9
1,1693677254145375400,0.561440289,-0.837970614,10.35971069,-0.06461715,-0.004529862,-0.010658499,-28,46,90,6,5
2,1693677254146375400,0.561440289,-0.839167714,10.35971069,-0.064483918,-0.004396631,-0.010525269,-27,38,90,13,5
3,1693677254147375400,0.55904609,-0.839167714,10.35971069,-0.064483918,-0.004529862,-0.010525269,-29,34,88,6,3
4,1693677254148375400,0.561440289,-0.839167714,10.36090755,-0.064350687,-0.004396631,-0.010525269,-23,35,86,13,8
0,1693677254160364800,0.569819987,-0.834379315,10.35731697,-0.064483918,-0.003996937,-0.010658499,-22,42,90,10,12
1,1693677254161364800,0.569819987,-0.831985116,10.35492229,-0.064483918,-0.004130168,-0.010658499,-26,39,91,24,6
2,1693677254162364800,0.568622887,-0.835576415,10.35372543,-0.06461715,-0.004130168,-0.01079173,-28,42,90,9,3
3,1693677254163364800,0.568622887,-0.834379315,10.35731697,-0.064750381,-0.003863706,-0.01079173,-33,37,84,9,1
4,1693677254164364800,0.563834488,-0.835576415,10.34774017,-0.064750381,-0.003996937,-0.010525269,-28,40,84,9,1
0,1693677254176354800,0.568622887,-0.840364814,10.36090755,-0.065016843,-0.004396631,-0.010392036,-18,51,93,12,13
1,1693677254177354800,0.568622887,-0.839167714,10.35971069,-0.064883612,-0.004529862,-0.010392036,-24,47,91,13,9
2,1693677254178354800,0.567425787,-0.836773515,10.35731697,-0.064883612,-0.004663093,-0.010258805,-27,42,90,12,11
3,1693677254179354800,0.566228688,-0.839167714,10.35731697,-0.064883612,-0.004929556,-0.010258805,-20,32,88,13,7
4,1693677254180354800,0.566228688,-0.840364814,10.36210537,-0.065016843,-0.004929556,-0.010258805,-24,45,90,13,8
0,1693677254191346300,0.563834488,-0.835576415,10.35611916,-0.064084224,-0.004396631,-0.010658499,-27,42,92,12,7
1,1693677254192346300,0.566228688,-0.837970614,10.35851383,-0.064217456,-0.004396631,-0.010525269,-22,49,90,13,8
2,1693677254193346300,0.563834488,-0.839167714,10.35731697,-0.064350687,-0.004529862,-0.010258805,-29,41,90,8,5
3,1693677254194346300,0.562637389,-0.835576415,10.35372543,-0.064350687,-0.004529862,-0.010392036,-26,43,91,11,8
4,1693677254195346300,0.566228688,-0.835576415,10.3501339,-0.064217456,-0.004396631,-0.010258805,-22,44,89,10,7
0,1693677254205361000,0.568622887,-0.835576415,10.34654236,-0.063950993,-0.0042634,-0.011058193,-24,41,90,10,13
1,1693677254206361000,0.566228688,-0.835576415,10.34774017,-0.063950993,-0.0042634,-0.011191424,-27,45,91,12,7
2,1693677254207361000,0.569819987,-0.834379315,10.34774017,-0.063817769,-0.004130168,-0.011058193,-22,43,91,8,7
3,1693677254208361000,0.568622887,-0.836773515,10.34774017,-0.063817769,-0.0042634,-0.011058193,-28,46,90,8,8
4,1693677254209361000,0.571017087,-0.837970614,10.34774017,-0.063950993,-0.0042634,-0.010924961,-21,43,89,13,8
0,1693677254220354700,0.562637389,-0.840364814,10.33337498,-0.064084224,-0.004796324,-0.010392036,-22,49,91,9,12
1,1693677254221354700,0.563834488,-0.841561913,10.33337498,-0.063950993,-0.004796324,-0.010392036,-23,42,91,7,8
2,1693677254222354700,0.563834488,-0.841561913,10.33457184,-0.064084224,-0.004796324,-0.010392036,-22,47,90,11,5
3,1693677254223354700,0.563834488,-0.837970614,10.3309803,-0.064217456,-0.004929556,-0.010258805,-23,47,92,12,11
4,1693677254224354700,0.561440289,-0.835576415,10.33217716,-0.064084224,-0.004929556,-0.010258805,-21,48,91,13,13
0,1693677254236323700,0.563834488,-0.828393817,10.34774017,-0.064483918,-0.003863706,-0.010125575,-27,43,87,13,10
1,1693677254237323700,0.562637389,-0.830788016,10.34175396,-0.06461715,-0.003730475,-0.009992342,-27,41,90,10,5
2,1693677254238323700,0.560243189,-0.831985116,10.34295177,-0.06461715,-0.003597243,-0.009992342,-26,42,87,9,1
3,1693677254239323700,0.55904609,-0.834379315,10.3501339,-0.064483918,-0.003730475,-0.009992342,-28,47,89,11,13
4,1693677254240323700,0.561440289,-0.834379315,10.35252857,-0.064350687,-0.003996937,-0.009859112,-27,53,91,11,9
0,1693677254250313000,0.55904609,-0.829590917,10.35252857,-0.064350687,-0.004396631,-0.010125575,-23,49,91,11,14
1,1693677254251313000,0.55904609,-0.827196658,10.3501339,-0.064483918,-0.004396631,-0.010258805,-23,49,90,11,7
2,1693677254252313000,0.561440289,-0.824802458,10.34774017,-0.064483918,-0.004529862,-0.010125575,-24,51,91,15,10
3,1693677254253313000,0.562637389,-0.823605359,10.34295177,-0.064483918,-0.004663093,-0.010125575,-19,47,93,13,14
4,1693677254254313000,0.563834488,-0.824802458,10.34175396,-0.064217456,-0.004796324,-0.010258805,-27,51,95,13,14
0,1693677254264327000,0.565031588,-0.829590917,10.34414864,-0.064217456,-0.003996937,-0.009859112,-22,43,85,4,7
1,1693677254265327000,0.569819987,-0.830788016,10.34414864,-0.064217456,-0.004130168,-0.009992342,-30,37,84,2,-1
2,1693677254266327000,0.572214186,-0.829590917,10.34414864,-0.064217456,-0.004130168,-0.010125575,-27,41,89,7,7
